id, is_lemma, is_dialect, is_mwlu
1, 1, 0, 0
2, 1, 0, 0
3, 1, 0, 0
4, 1, 0, 0
5, 1, 1, 0
6, 1, 1, 0
7, 1, 1, 0
8, 1, 1, 0
9, 1, 1, 0
10, 0, 0, 1
